time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
3.70s,1.00,891.09,0.00,888.03,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.35s,22.06,913.16,0.00,891.09,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.42s,1.00,914.16,0.00,911.09,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.50s,22.06,936.22,0.00,914.16,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.53s,1.00,937.22,0.00,934.16,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.96s,22.06,959.28,0.00,937.22,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.68s,1.00,960.28,0.00,957.22,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.93s,22.06,982.34,0.00,960.28,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.67s,1.00,983.34,0.00,980.28,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
9.05s,22.06,1005.41,0.00,983.34,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.75s,1.00,1006.41,0.00,1003.34,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.86s,22.06,1028.47,0.00,1006.41,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.47s,1.00,1029.47,0.00,1026.41,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.48s,22.06,1051.53,0.00,1029.47,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.58s,1.00,1052.53,0.00,1049.47,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.75s,22.06,1074.59,0.00,1052.53,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.44s,1.00,1075.59,0.00,1072.53,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
8.87s,22.06,1097.66,0.00,1075.59,1,10.77,21.53,5.00,1000.00,0.53,14.36,22.06,22.06
2.53s,1.00,1098.66,0.00,1095.59,2,10.77,20.00,5.00,1000.00,0.00,3.06,3.06,3.06
