time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
2.38s,16.00,192.17,0.00,176.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
679.15ms,1.00,193.17,0.00,191.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.27s,16.00,209.17,0.00,193.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
685.64ms,1.00,210.17,0.00,208.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.37s,16.00,226.17,0.00,210.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
711.18ms,1.00,227.17,0.00,225.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.37s,16.00,243.17,0.00,227.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
695.89ms,1.00,244.17,0.00,242.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.33s,16.00,260.17,0.00,244.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
700.61ms,1.00,261.17,0.00,259.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.33s,16.00,277.17,0.00,261.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
706.52ms,1.00,278.17,0.00,276.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.50s,16.00,294.17,0.00,278.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
746.45ms,1.00,295.17,0.00,293.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.37s,16.00,311.17,0.00,295.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
722.09ms,1.00,312.17,0.00,310.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.42s,16.00,328.17,0.00,312.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
737.55ms,1.00,329.17,0.00,327.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.45s,16.00,345.17,0.00,329.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
845.58ms,1.00,346.17,0.00,344.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.40s,16.00,362.17,0.00,346.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
735.47ms,1.00,363.17,0.00,361.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.63s,16.00,379.17,0.00,363.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
728.77ms,1.00,380.17,0.00,378.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.55s,16.00,396.17,0.00,380.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
747.10ms,1.00,397.17,0.00,395.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.50s,16.00,413.17,0.00,397.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
753.85ms,1.00,414.17,0.00,412.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.50s,16.00,430.17,0.00,414.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
715.80ms,1.00,431.17,0.00,429.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.32s,16.00,447.17,0.00,431.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
701.90ms,1.00,448.17,0.00,446.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.35s,16.00,464.17,0.00,448.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
710.33ms,1.00,465.17,0.00,463.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.38s,16.00,481.17,0.00,465.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
711.53ms,1.00,482.17,0.00,480.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.38s,16.00,498.17,0.00,482.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
716.01ms,1.00,499.17,0.00,497.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.41s,16.00,515.17,0.00,499.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
718.34ms,1.00,516.17,0.00,514.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.43s,16.00,532.17,0.00,516.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
765.45ms,1.00,533.17,0.00,531.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.55s,16.00,549.17,0.00,533.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
725.63ms,1.00,550.17,0.00,548.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.41s,16.00,566.17,0.00,550.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
763.44ms,1.00,567.17,0.00,565.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.54s,16.00,583.17,0.00,567.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
722.94ms,1.00,584.17,0.00,582.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.57s,16.00,600.17,0.00,584.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
774.89ms,1.00,601.17,0.00,599.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.53s,16.00,617.17,0.00,601.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
777.54ms,1.00,618.17,0.00,616.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.61s,16.00,634.17,0.00,618.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
786.46ms,1.00,635.17,0.00,633.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.61s,16.00,651.17,0.00,635.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
778.88ms,1.00,652.17,0.00,650.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.61s,16.00,668.17,0.00,652.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
736.23ms,1.00,669.17,0.00,667.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.67s,16.00,685.17,0.00,669.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
700.91ms,1.00,686.17,0.00,684.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.28s,16.00,702.17,0.00,686.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
684.98ms,1.00,703.17,0.00,701.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.30s,16.00,719.17,0.00,703.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
693.61ms,1.00,720.17,0.00,718.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.33s,16.00,736.17,0.00,720.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
700.76ms,1.00,737.17,0.00,735.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.34s,16.00,753.17,0.00,737.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
701.41ms,1.00,754.17,0.00,752.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.35s,16.00,770.17,0.00,754.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
709.62ms,1.00,771.17,0.00,769.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.34s,16.00,787.17,0.00,771.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
706.87ms,1.00,788.17,0.00,786.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.37s,16.00,804.17,0.00,788.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
713.20ms,1.00,805.17,0.00,803.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.39s,16.00,821.17,0.00,805.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
760.30ms,1.00,822.17,0.00,820.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
2.50s,16.00,838.17,0.00,822.17,1,8.00,17.00,5.00,1000.00,0.00,10.00,16.00,16.00
712.23ms,1.00,839.17,0.00,837.17,2,8.00,15.00,5.00,1000.00,0.00,2.00,2.00,2.00
