time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_if,max_if
114.93ms,1.00,178.38,0.00,172.47,1,10.02,19.99,0.01,120.00,1.01,5.90
81.63ms,1.00,179.38,0.00,178.38,1,10.00,19.99,4.91,120.00,1.00,1.00
97.06ms,24.96,204.34,0.00,179.38,1,10.00,20.96,4.91,120.00,24.91,24.96
113.95ms,1.00,205.34,0.00,199.38,1,10.02,19.99,0.01,120.00,1.02,5.96
84.98ms,1.00,206.34,0.00,205.34,1,10.00,19.99,4.97,120.00,1.00,1.00
105.15ms,24.96,231.30,0.00,206.34,1,10.00,20.98,4.98,120.00,24.96,24.96
120.64ms,1.00,232.30,0.00,226.34,1,10.02,19.99,0.01,120.00,1.02,5.96
85.98ms,1.00,233.30,0.00,232.30,1,10.00,19.99,4.97,120.00,1.00,1.00
101.03ms,24.96,258.26,0.00,233.30,1,10.04,20.97,4.99,120.00,24.96,24.96
121.07ms,1.00,259.26,0.00,253.30,1,10.02,19.99,0.01,120.00,1.02,5.96
85.12ms,1.00,260.26,0.00,259.26,1,10.04,19.96,4.96,120.00,1.00,1.00
100.00ms,24.96,285.22,0.00,260.26,1,10.00,20.98,4.98,120.00,24.96,24.96
123.99ms,1.00,286.22,0.00,280.26,1,10.02,19.99,0.01,120.00,1.02,5.96
84.96ms,1.00,287.22,0.00,286.22,1,10.04,19.96,4.96,120.00,1.00,1.00
100.49ms,24.96,312.18,0.00,287.22,1,10.04,20.98,4.96,120.00,24.96,24.96
118.09ms,1.00,313.18,0.00,307.22,1,10.02,19.99,0.01,120.00,1.02,5.96
89.73ms,1.00,314.18,0.00,313.18,1,10.00,19.99,4.97,120.00,1.00,1.00
101.82ms,24.96,339.14,0.00,314.18,1,10.00,20.96,4.96,120.00,24.96,24.96
118.20ms,1.00,340.14,0.00,334.18,1,10.02,19.99,0.01,120.00,1.02,5.96
86.82ms,1.00,341.14,0.00,340.14,1,10.00,19.99,4.97,120.00,1.00,1.00
107.94ms,24.96,366.10,0.00,341.14,1,10.04,20.96,4.96,120.00,24.96,24.96
129.19ms,1.00,367.10,0.00,361.18,1,10.04,20.03,0.01,120.00,1.02,5.92
99.49ms,1.00,368.10,0.00,367.15,0,10.02,20.01,4.95,120.00,0.95,0.95
106.56ms,25.02,393.12,0.00,368.12,0,10.04,21.03,4.93,120.00,24.95,25.00
130.27ms,1.00,394.12,0.00,388.10,1,10.04,20.00,0.04,120.00,1.03,6.02
101.27ms,1.00,395.12,0.00,394.13,0,10.00,20.00,5.02,120.00,0.99,0.99
104.50ms,24.96,420.08,0.00,395.13,0,10.00,20.93,5.04,120.00,24.96,24.96
121.30ms,1.00,421.08,0.00,415.16,1,10.02,20.01,0.03,120.00,1.02,5.92
92.42ms,1.00,422.08,0.00,421.08,0,10.02,20.04,4.92,120.00,1.00,1.00
107.09ms,25.02,447.10,0.00,422.08,0,10.04,20.98,4.93,120.00,24.97,25.02
118.67ms,1.00,448.10,0.00,442.12,1,10.02,20.01,0.03,120.00,1.03,5.99
87.01ms,1.00,449.10,0.00,448.10,1,10.06,20.01,5.01,120.00,1.00,1.00
103.21ms,25.02,474.12,0.00,449.10,1,10.04,20.98,4.99,120.00,25.02,25.02
110.59ms,1.00,475.12,0.00,469.14,1,10.03,20.03,0.01,120.00,1.03,5.99
103.82ms,1.00,476.12,0.00,475.16,0,10.03,19.98,5.00,120.00,0.96,0.96
111.91ms,25.02,501.14,0.00,476.14,0,10.06,21.01,5.01,120.00,25.00,25.00
124.56ms,1.00,502.14,0.00,496.17,1,10.02,20.01,0.03,120.00,1.03,5.97
96.03ms,1.00,503.14,0.00,502.15,0,10.02,20.05,4.97,120.00,0.99,0.99
107.81ms,25.02,528.16,0.00,503.15,0,10.06,21.00,4.97,120.00,25.01,25.01
120.67ms,1.00,529.16,0.00,523.18,1,10.02,20.01,0.03,120.00,1.03,5.98
105.67ms,1.00,530.16,0.00,529.16,0,10.06,20.04,4.98,120.00,1.00,1.00
105.61ms,25.02,555.18,0.00,530.16,0,10.06,21.01,5.00,120.00,25.02,25.02
122.43ms,1.00,556.18,0.00,550.19,1,10.02,20.01,0.03,120.00,1.03,5.99
93.32ms,1.00,557.18,0.00,556.18,1,10.06,20.01,5.01,120.00,1.00,1.00
102.23ms,25.02,582.20,0.00,557.18,1,10.06,21.00,5.01,120.00,25.02,25.02
120.55ms,1.00,583.20,0.00,577.21,1,10.03,20.03,0.01,120.00,1.03,5.99
94.31ms,1.00,584.20,0.00,583.24,0,10.02,20.01,5.01,120.00,0.96,0.96
115.33ms,25.02,609.22,0.00,584.22,0,10.06,21.01,5.01,120.00,25.00,25.00
126.71ms,1.00,610.22,0.00,604.25,1,10.02,20.01,0.03,120.00,1.03,5.97
93.66ms,1.00,611.22,0.00,610.22,1,10.06,20.01,5.01,120.00,1.00,1.00
110.77ms,25.02,636.24,0.00,611.22,1,10.06,21.00,4.97,120.00,25.02,25.02
115.77ms,1.00,637.24,0.00,631.22,1,10.02,19.99,0.01,120.00,1.03,6.02
84.73ms,1.00,638.24,0.00,637.24,1,10.00,19.99,5.04,120.00,1.00,1.00
104.80ms,24.96,663.20,0.00,638.24,1,10.00,20.96,5.02,120.00,24.96,24.96
113.85ms,1.00,664.20,0.00,658.24,1,10.02,19.99,0.01,120.00,1.02,5.96
89.07ms,1.00,665.20,0.00,664.20,1,10.04,19.96,4.96,120.00,1.00,1.00
106.05ms,24.96,690.16,0.00,665.20,1,10.04,20.98,4.96,120.00,24.96,24.96
120.72ms,1.00,691.16,0.00,685.20,1,10.04,19.96,0.04,120.00,1.02,5.96
86.24ms,1.00,692.16,0.00,691.16,1,10.04,19.97,4.99,120.00,1.00,1.00
95.32ms,24.96,717.12,0.00,692.16,1,10.00,20.96,4.96,120.00,24.96,24.96
121.66ms,1.00,718.12,0.00,712.16,1,10.02,19.99,0.01,120.00,1.02,5.96
87.06ms,1.00,719.12,0.00,718.12,1,10.04,19.98,4.98,120.00,1.00,1.00
100.26ms,24.96,744.08,0.00,719.12,1,10.04,20.98,4.98,120.00,24.96,24.96
119.46ms,1.00,745.08,0.00,739.12,1,10.02,19.99,0.01,120.00,1.02,5.96
86.55ms,1.00,746.08,0.00,745.08,1,10.04,19.96,4.96,120.00,1.00,1.00
100.59ms,24.96,771.04,0.00,746.08,1,10.04,20.97,4.99,120.00,24.96,24.96
128.00ms,1.00,772.04,0.00,766.08,1,10.04,19.96,0.04,120.00,1.02,5.96
90.62ms,1.00,773.04,0.00,772.04,1,10.00,19.99,4.97,120.00,1.00,1.00
100.70ms,24.96,798.00,0.00,773.04,1,10.00,20.96,4.96,120.00,24.96,24.96
120.38ms,1.00,799.00,0.00,793.04,1,10.02,19.99,0.01,120.00,1.02,5.96
87.16ms,1.00,800.00,0.00,799.00,1,10.00,19.99,4.97,120.00,1.00,1.00
104.49ms,24.96,824.96,0.00,800.00,1,10.04,20.98,4.98,120.00,24.96,24.96
