time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
6.57s,6.66,1151.09,172.68,920.25,3,13.33,19.99,39.98,120.00
19.57s,14.33,1165.42,172.68,940.24,3,15.00,20.04,40.04,120.00
10.10s,29.99,1195.41,172.68,960.12,3,15.97,26.60,39.95,120.00
5.76s,7.99,1203.39,172.68,960.31,4,14.97,19.99,30.06,120.00
9.18s,15.97,1219.36,184.12,980.27,3,13.32,19.98,33.33,120.00
5.21s,6.66,1226.02,184.12,1000.25,3,13.31,19.98,39.98,120.00
15.18s,19.98,1246.00,184.12,1020.24,2,14.98,20.01,38.97,120.00
7.06s,20.01,1266.01,184.12,1040.12,2,15.96,26.58,35.07,120.00
4.99s,31.92,1297.93,184.12,1040.33,3,14.97,20.02,30.07,120.00
6.80s,7.49,1305.41,184.12,1060.27,3,13.32,19.99,33.35,120.00
7.86s,19.99,1325.40,184.12,1080.25,3,13.32,19.99,39.94,120.00
22.18s,13.32,1338.72,184.12,1100.24,3,14.99,20.03,39.99,120.00
8.93s,15.99,1354.72,184.12,1120.12,3,16.00,26.57,39.92,120.00
8.32s,31.99,1386.71,184.12,1120.35,4,14.98,20.03,30.09,120.00
13.96s,15.98,1402.69,185.06,1140.27,4,13.29,19.96,33.32,120.00
11.83s,14.29,1416.98,185.13,1160.25,3,13.30,19.97,39.91,120.00
24.58s,14.30,1431.27,185.13,1180.24,3,14.99,20.03,40.00,120.00
10.66s,29.97,1461.24,185.13,1200.13,4,15.97,26.58,39.93,120.00
9.24s,15.97,1477.22,186.57,1200.37,4,14.99,20.01,30.09,120.00
12.32s,15.99,1493.21,197.47,1220.27,3,13.34,19.96,33.30,120.00
10.05s,19.96,1513.17,197.47,1240.27,3,13.36,19.96,39.93,120.00
23.63s,14.36,1527.52,197.47,1260.27,4,15.03,20.00,40.04,120.00
9.70s,16.03,1543.56,200.97,1280.15,3,15.97,26.55,39.95,120.00
7.95s,15.97,1559.53,200.97,1280.38,4,14.99,20.03,30.05,120.00
9.05s,20.03,1579.57,212.83,1300.27,4,13.29,19.96,33.27,120.00
6.34s,6.65,1586.21,212.90,1320.27,3,13.32,19.98,39.92,120.00
17.17s,14.32,1600.53,212.90,1340.27,3,14.98,20.00,40.04,120.00
8.69s,29.96,1630.49,212.90,1360.15,3,15.99,26.58,39.94,120.00
5.36s,7.99,1638.48,212.90,1360.39,4,14.99,20.04,30.10,120.00
7.77s,14.99,1653.47,219.18,1380.27,3,13.32,20.00,33.29,120.00
6.98s,20.00,1673.47,219.18,1400.27,3,13.29,19.96,39.93,120.00
19.17s,13.29,1686.77,219.18,1420.27,2,15.03,20.00,39.04,120.00
6.75s,20.00,1706.77,219.18,1440.15,2,15.96,26.54,34.09,120.00
5.33s,26.54,1733.31,219.18,1440.43,3,14.97,20.05,30.09,120.00
11.61s,14.97,1748.28,219.18,1460.27,3,13.31,19.97,33.23,120.00
6.64s,6.66,1754.94,219.18,1480.27,3,13.32,19.98,39.84,120.00
17.70s,6.66,1761.60,219.18,1500.27,3,14.97,20.00,40.01,120.00
4.95s,7.48,1769.08,219.18,1520.15,3,15.97,26.54,39.95,120.00
7.68s,31.93,1801.01,219.18,1520.46,4,15.01,20.06,30.14,120.00
13.42s,15.01,1816.02,227.81,1540.31,2,13.30,20.00,26.71,120.00
6.75s,20.00,1836.02,227.81,1560.27,2,13.32,19.98,20.83,120.00
17.73s,6.66,1842.68,227.81,1580.28,2,14.96,20.00,32.92,120.00
10.48s,14.96,1857.64,227.81,1600.19,2,15.96,26.56,27.94,120.00
